company|description|position|reviews|City|State
Lubrizol Corporation|"Lubrizol Additives is a pioneering global supplier of chemical additives technologies including additives for engine oils, driveline applications, gasoline and diesel fuel, other transportation related fluids and industrial lubricants. We are committed to providing value to our customers, and we understand that success comes from working together. The Lubrizol Additives team is passionate about what we do. Our customers count on us for trusted expertise, testing confidence, supply assurance and independent strength. We are looking for top talent to help inspire new ideas, create opportunities and enable the advancement of innovative technologies. We offer abundant opportunities for career growth in a challenging, collaborative environment. Learn more about how we are achieving Success Together.

Lubrizol Additives is a pioneering global supplier of chemical additives technologies including additives for engine oils, driveline applications, gasoline and diesel fuel, other transportation related fluids and industrial lubricants. We are committed to providing value to our customers, and we understand that success comes from working together. The Lubrizol Additives team is passionate about what we do. Our customers count on us for trusted expertise, testing confidence, supply assurance and independent strength. We are looking for top talent to help inspire new ideas, create opportunities and enable the advancement of innovative technologies. We offer abundant opportunities for career growth in a challenging, collaborative environment. Learn more about how we are achieving Success Together.

Data Scientist / Statistician Intern (BS/MS Students)

This summer internship is located in Wickliffe, Ohio, a suburb of Cleveland. Housing assistance is available for out of town candidates.

Who are we?

Lubrizol is an innovative specialty chemical company, owned by Berkshire Hathaway, with technologies that improve the performance of our customers’ products in the global transportation, industrial and consumer markets. At Lubrizol, our mission is straightforward: We improve lives as an essential partner in our customers’ success, delivering efficiency, reliability or wellness to their end users. What does that mean in the real world? Fewer emissions for cleaner air. A smoother, safer drive. Great looking hair. Fibers that breathe and coatings that stay bright. Safer, more comfortable patient care. And that is just to name a few. We’re always looking for ways to make the best better.

The Statistics & Data Analytics Team

Operating like a start-up company, but with the backing of a large corporation, this empowered and agile team is charged with creating analytics systems that enable highly effective product development via virtual experimentation, optimization and knowledge discovery. In addition, the team provides data science consulting services to the Lubrizol technical community throughout the world.

Potential projects (depending on intern skills and current Lubrizol needs):

Create predictive models by mining complex data for critical formulating or testing insights

Implementing and assessing algorithms in R, Python, SAS, JMP or C#/C++

Collaborate with data science team, as well as, scientists and engineers, to understand their needs, and find creative solutions to meet those needs

Previous intern projects include:

Predictive modeling using Bayesian and machine learning methods

R/Shiny tool development to enable model predictions and formulation optimization

Creation of an interactive visualization tool for monitoring predictive models

What tools do you need for success?

Enrolled in a Bachelor/Masters program such as statistics, data analytics, machine learning

Excellent programming skills with the ability to learn new methods quickly

Exposure to database systems and the ability to efficiently manipulate complex data

Coursework in statistical modeling and data mining methods

Curiosity and creativity

With multiple facilities in and around Cleveland, Ohio, Lubrizol is located in one of the largest economic regions in the United States. For the last seven years Lubrizol has been named one of the top workplaces in Northeast Ohio, and in 2016 was judged as the number one workplace by Northeast Ohio’s annual Top Workplaces survey. Buzzing with business, culture, knowledge and entertainment, Northeast Ohio is a vibrant place for people of all ages and walks of life to live, learn, work and play. This region offers a little bit of everything for everyone - ethnically-diverse communities, affordable housing, award-winning schools and universities, world-class healthcare, indoor waterparks and zoos, ski resorts, museums, halls of fame, one of the longest water-fronts in the country, and the most concentrated square mile of art, cultural, education and health institutions in the nation. From making your heart race at Cedar Point, to attending a professional sporting event or biking or hiking through over the 100,000 acres of state parks, to catching a Broadway show at Playhouse Square - the second largest performing arts center in the country, you can make it happen right here in Cleveland, Ohio.

Lubrizol is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status."|data scientist intern|5|Wickliffe| OH
Battelle|"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow..

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

We are currently seeking a Data Scientist Graduate Intern (Summer 2020). This position is in Columbus, OH. Come in for an interview to find out why Battelle is right for you!

JOB SUMMARY

Do you like developing and applying analytics tools to unconventional problems, working on research projects you are passionate about, and competitive mini basketball, and bumper pool? Battelle may be the company for you.

Battelle cyber analytics experts solve the toughest data science problems in the world. We work in small agile teams to push the bounds of computing technology. Our high-powered computer labs include specialized software and hardware, so our engineers have everything they need to invent new Cyber solutions.

Our team is casual. We usually wear t-shirts and jeans. We are a close-knit group and enjoy participating in social activities outside of work. Whether it is visiting local restaurants, bowling, Korean BBQ, or paintball we always have a good time.

Battelle is committed to its employee’s professional growth. We encourage new ideas with our large Internal Research and Development (IRAD) program where engineers work on projects they are passionate about.

MAJOR RESPONSIBILITIES

Collaborate with the Cyber Trust & Analytics Team to:

Aid in the design and implementation of machine learning, data mining, data fusion, and data engineering techniques applied to cyber microelectronics security problems

Assess the security, reliability, and trustworthiness of electronic devices, integrated circuits, and embedded systems

Learn and become fluent in the details of security-related domains in order to devise data-driven solutions – this can range from software fuzzing to micro-electronic supply chain analysis

Support the latest Cyber Trust and Analytics team’s research and development programs

Learn and improve your engineering skills through project and team building activities

Conduct and / or participate in assigned technical tasks and activities with minimum supervision and within time and budget constraints.

Work independently and effectively in a multi-disciplinary team environment

Effectively communicate ideas with other engineers

THE FOLLOWING IS REQUIRED

Current enrollment in a Graduate or Ph.D. program in Computer Science, Computer Engineering, Mathematics, Data Analytics, Physics, or related field of study

Experience writing or debugging code in C or C++, Python, MATLAB, Mathematica, R, VHDL, or Verilog or debugging microcontroller code (C, C++, any flavor of assembly) or prior work in a failure analysis lab

Experience with high-level software languages such as Python, R and MATLAB

Basic machine/statistical learning approaches and validation techniques

Interest in one or more of the following areas:

Digital design and microcontrollers

VLSI Integrated circuit design

Semiconductor device fabrication/physics

Integrated circuit failure analysis

Deep neural network approaches

Signal Processing

Machine learning on graphs

Cryptography

Data integration (e.g. Hierarchical Bayes)

Ability to demonstrate organization, communication, problem-solving, and teamwork skills

Must be a US Person with the ability to obtain and maintain a US government security clearance

THE FOLLOWING IS DESIRED

Ability to apply learned skills to real-life scenarios (research, publication, blogs, GitHub, Arxiv, Kaggle competitions, internships, hack-a-thons, cybersecurity clubs, CTFs, etc.)

Experience with one or more of the following areas:

Big data methods

Databases (SQL, NOSQL, graph DB)

Writing or debugging software code in C or C++ or C#

Reverse engineering hardware or software

CAD or layout experience

VLSI design coursework

FPGA design workflows

Microcontroller design and assembly languages

Semiconductor fabrication and analysis processes

Familiarity with operation of laboratory equipment including Focused Ion Beam systems, Scanning Electron Microscopes, or integrated circuits (IC) sample preparation equipment

Traditional electronics lab equipment supporting component or module test and debug activities

Reverse engineering embedded hardware and software

Programming and using data acquisition tools

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle's Legal Department.

BENEFITS

Battelle is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. For more information about our other openings, please visit www.battelle.org/careers"|data scientist intern|5|Columbus| OH
Lubrizol Corporation|"The Lubrizol Corporation, a Berkshire Hathaway company, is a market-driven global company serving customers in more than 100 countries. We own and operate manufacturing facilities in 17 countries, as well as sales and technical offices around the world. Through our global sales and manufacturing networks, we are able to deliver the products and services our customers need, where and when they need them.

At Lubrizol, our mission is straightforward: We improve lives as an essential partner in our customers’ success, delivering efficiency, reliability or wellness to their end users. Read the cover story in Smart Business Magazine to learn how Lubrizol plans to advance its growth.

Data Scientist / Statistician (PhD-Level)

Located in a suburb of Cleveland, Ohio, this opportunity is open to early and mid-career candidates including those currently studying and available to join in 2019-2020

Do you have an interest in making an impact to a multi-billion dollar company?

Are you passionate about taking on difficult challenges?

Use your statistics, data science & computing skills to impact global decision making!

Who are we?

Lubrizol is an innovative specialty chemical company, owned by Berkshire Hathaway, with technologies that improve the performance of our customers’ products in the global transportation, industrial and consumer markets. At Lubrizol, our mission is straightforward: We improve lives as an essential partner in our customers’ success, delivering efficiency, reliability or wellness to their end users. What does that mean in the real world? Fewer emissions for cleaner air. A smoother, safer drive. Great looking hair. Fibers that breathe and coatings that stay bright. Safer, more comfortable patient care. And that is just to name a few. We’re always looking for ways to make the best better. Join our team and discover what’s next.

We offer competitive healthcare options, paid vacation, 401k matching, parental leave and more! Sponsorship opportunities available.

The Statistics & Data Analytics Team

Operating like a start-up company, but with the backing of a large corporation, the Statistics & Data Analytics team is charged with creating analytics systems that enable highly effective product development via virtual experimentation, optimization and knowledge discovery. In addition, the team provides data science consulting services to the Lubrizol technical community throughout the world.

Responsibilities:

Create predictive models by mining complex data

Research and implement new statistical, machine learning and/or optimization approaches

Serve as an internal department mentor and coach on data science problems

Collaborate with scientists and engineers, understand their needs, and find creative solutions to meet those needs

Requirements:

PhD in statistics or closely related field

Method development expertise in advanced modeling or optimization area(s)

Solid understanding of statistical methods and MCMC methods

Experience implementing advanced algorithms in R or Python

Strong deductive reasoning skills

Ability to interact effectively with a wide variety of scientists

While headquartered in the United States, Lubrizol is truly a global specialty chemical company. We have a major presence in five global regions and do business in more than 100 countries. Our corporate culture ensures that Lubrizol is one company throughout the world, but you will find each region is a unique place to work, live and play.

Lubrizol is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to sex, race, color, national origin, citizenship, age, religion, marital status, military service, sexual orientation, genetic information, gender identity, or any other characteristic or trait protected by federal, state, or local law.

Nearest Major Market: Cleveland

Nearest Secondary Market: Akron

Job Segment: Chemistry, Scientific, Database, Statistics, Scientist, Science, Engineering, Technology, Data"|phd data scientist|5|Wickliffe| OH
JPMorgan Chase||data scientist|0|Columbus| OH
Battelle|"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB DESCRIPTION

“From Silicon to Systems” - We are an elite, multi-disciplinary team, bringing together the brightest minds from physics, computer science, electrical engineering, and mathematics to develop unique embedded security solutions for government and industrial customers.

Battelle has been trusted by elite government clients to solve some of the world’s hardest security problems. We work in small agile teams to push the bounds of computing technology. Our high-powered labs include specialized software and hardware, so our engineers have everything they need to invent new Cyber solutions.

Our team is casual putting results over formality. Team members can work flexible hours, and Battelle maintains a 9/80 schedule meaning employees have a chance to take every other Friday off.

We encourage new ideas with our large Internal Research and Development (IRAD) program where engineers work on projects they are passionate about. Inventors and innovators are rewarded by our industry leading IP compensation program. Our group works collaboratively with many parts of Battelle’s larger organization on projects ranging from genomics to robotics.

JOB RESPONSIBILITIES AND EXPECTATIONS

Aid in the design and implementation of machine learning, data mining, data fusion, and data engineering techniques applied to cyber security problems

Learn and become fluent in the details of security related domains in order to devise data driven solutions – this can range from software fuzzing to micro-electronic supply chain analysis

Improve existing techniques and devise new techniques to solve security data problems

Independently propose and develop creative solutions to unique problems, potentially leading IR&D projects

Identify and articulate strengths and weaknesses of solutions, conclusions and problem approaches during technical discussions.

THE FOLLOWING REQUIREMENTS MUST BE MET TO BE CONSIDERED FOR THIS POSITION

Bachelor’s degree in STEM field (Statistics, Physics, Computer Science, Mathematics, Electrical Engineering, or similar) or related work experience

Demonstrated experience developing in either Python or R.

Experience solving complex data problems

Experience applying machine learning, statistics and/or data mining techniques

Excitement about learning new technical subject areas and curiosity about cyber security problems

Must be a sole US citizen with the ability to obtain and maintain a US government security clearance.

THE FOLLOWING IS DESIRED, BUT NOT REQUIRED TO BE CONSIDERED FOR THIS POSITION

Experience with deep learning methods

Experience with the micro-electronic design workflow

Electronics bench skills such as digital and analog test & measurement

Ability to generate verification test benches for simulating and validating micro-electronic designs

Experience in vulnerability analysis for either software or hardware

Understanding of VHDL and/or Verilog hardware description languages.

Familiarity with compiled languages like C, C++, or rust

Familiarity with shell scripting languages like bash, zsh, or csh

Active Secret or Top-Secret Clearance

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department

BENEFITS

Battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle.

For more information about our other openings, please visit www.battelle.org/careers"|data scientist|5|Columbus| OH
Lubrizol Corporation|"Lubrizol Additives is a pioneering global supplier of chemical additives technologies including additives for engine oils, driveline applications, gasoline and diesel fuel, other transportation related fluids and industrial lubricants. We are committed to providing value to our customers, and we understand that success comes from working together. The Lubrizol Additives team is passionate about what we do. Our customers count on us for trusted expertise, testing confidence, supply assurance and independent strength. We are looking for top talent to help inspire new ideas, create opportunities and enable the advancement of innovative technologies. We offer abundant opportunities for career growth in a challenging, collaborative environment. Learn more about how we are achieving Success Together.

Data Scientist / Statistician Intern (PhD-Level)

These internships are located in Wickliffe, Ohio, a suburb of Cleveland. Housing assistance is available for out of town candidates.

Who are we?

Lubrizol is an innovative specialty chemical company, owned by Berkshire Hathaway, with technologies that improve the performance of our customers’ products in the global transportation, industrial and consumer markets. At Lubrizol, our mission is straightforward: We improve lives as an essential partner in our customers’ success, delivering efficiency, reliability or wellness to their end users. What does that mean in the real world? Fewer emissions for cleaner air. A smoother, safer drive. Great looking hair. Fibers that breathe and coatings that stay bright. Safer, more comfortable patient care. And that is just to name a few. We’re always looking for ways to make the best better.

The Statistics & Data Analytics Team

Operating like a start-up company, but with the backing of a large corporation, this empowered and agile team is charged with creating analytics systems that enable highly effective product development via virtual experimentation, optimization and knowledge discovery. In addition, the team provides data science consulting services to the Lubrizol technical community throughout the world.

Potential projects (depending on intern skills and current Lubrizol needs):

Research and implement new statistical, machine learning and/or optimization approaches

Create predictive models by mining complex data for critical formulating or testing insights

Collaborate with data science team, as well as scientists and engineers, to understand their needs and find creative solutions to meet those needs

Previous intern projects include:

Multitask learning (transfer learning) using co-regionalized Gaussian Processes

Multi-objective optimization using genetic algorithms

Survival modeling using bagged Cox proportional hazards regression trees

Bootstrap variance estimation for complex nonlinear models

What tools do you need for success?

Enrolled in PhD program such as statistics, data analytics, machine learning

Good statistical and programming skills with the ability to work effectively with complex data

Interest and experience in advanced statistical modeling/machine learning methods

Curiosity and creativity

With multiple facilities in and around Cleveland, Ohio, Lubrizol is located in one of the largest economic regions in the United States. For the last seven years Lubrizol has been named one of the top workplaces in Northeast Ohio, and in 2016 was judged as the number one workplace by Northeast Ohio’s annual Top Workplaces survey. Buzzing with business, culture, knowledge and entertainment, Northeast Ohio is a vibrant place for people of all ages and walks of life to live, learn, work and play. This region offers a little bit of everything for everyone - ethnically-diverse communities, affordable housing, award-winning schools and universities, world-class healthcare, indoor waterparks and zoos, ski resorts, museums, halls of fame, one of the longest water-fronts in the country, and the most concentrated square mile of art, cultural, education and health institutions in the nation. From making your heart race at Cedar Point, to attending a professional sporting event or biking or hiking through over the 100,000 acres of state parks, to catching a Broadway show at Playhouse Square - the second largest performing arts center in the country, you can make it happen right here in Cleveland, Ohio.

Lubrizol is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status.

Nearest Major Market: Cleveland

Nearest Secondary Market: Akron

Job Segment: Chemistry, Database, Genetics, Scientific, Statistics, Science, Technology, Engineering, Data"|data scientist intern|5|Wickliffe| OH
Fractal Analytics|"Company Overview

Fractal Analytics is a strategic AI partner to Fortune 500 companies with a vision to power every human decision in the enterprise. Fractal is building a world where individual choices, freedom, and diversity are the greatest assets. An ecosystem where human imagination is at the heart of every decision. Where no possibility is written off, only challenged to get better. We believe that a true Fractalite is the one who empowers imagination with intelligence.

Position Overview

We are seeking a strong candidate with data science experience to fill a new and exciting Senior Data Scientist position as an embedded representative of Fractal on the Client's Data Science team in Cincinnati, OH. In this role, you will be a valuable expert in Data Science and Analytics and will design and build analytics methodologies, solutions, and products to deliver value to our clients in collaboration with cross-functional teams.

Our ideal candidate will have not only the requisite mathematical and statistical expertise, but a natural curiosity and creative mind that's not so easy to find. As you mine, clean and interpret data, we will rely on you to ask questions, connect the dots, and uncover opportunities that lie hidden within the data, with the ultimate goal of using data science and analytics to drive business growth. You will enjoy the benefits of joining an established data science organization that uses state of the art techniques, but you will be free to ""slice and dice"" data using your own methods in order to develop breakthrough applications.

Responsibilities

As the embedded Data Scientist in the Client's internal data science team, you will collaborate with the Client as a thought leader and practitioner, consulting with them to prioritize and execute their data science work plan and suggest additional applications of data science to enable them to drive their business success. Work and collaborate with other teams to deliver and create value for clients

Work independently, or as the leader of ad hoc project team, to translate a business problem into an analytical/DS problem by understanding the problem statement and implementing analytical solutions & techniques independently or with minimal supervision. You will routinely be the thought leader on such activity.

Conceptualize, design and deliver high-quality solutions and insightful analysis

Conduct research and prototyping innovations; data and requirements gathering; solution scoping and architecture; consulting clients and client facing teams on advanced statistical and machine learning problems

Deliver AIML-based solutions around a host of domains and problems, including, but not limited to: Customer Segmentation & Targeting, Propensity Modeling, Churn Modeling, Lifetime Value Estimation, Forecasting, Recommender Systems, Modeling Response to Incentives, Marketing Mix Optimization, Price Optimization, and IoT / sensor data applications

As a member of Fractal's Data Science community, you will actively participate in expanding our capabilities and knowledge base and contributing to our data science vision and strategy

Qualifications

MS/Ph.D. degree in a quantitative discipline: computer science, applied mathematics, statistics, operations research, management of information systems, engineering, economics, social sciences or equivalent

4+ years of hands-on experience with data mining, machine learning, econometric analysis or equivalent

Intermediate to expert level proficiency in R and/or Python

Proven track record of discovering effective solutions to complex problems. Strong skills in data structures and algorithms

Exhibit a passion for learning and the ability to be adaptable and quickly learn and apply new languages, tools, and platforms

Experience in leading, managing and executing projects end-to-end: problem scoping, data gathering, EDA, modeling, insights, and visualizations

Problem-solving: Ability to break a problem into small problems and think of relevant techniques that can be explored & used to address them

Intermediate to advanced knowledge of machine learning, probability theory, statistics, and algorithms. You will be required to discuss and use various algorithms and approaches on a daily basis

Excellent understanding of machine learning techniques and algorithms, such as linear/logistic regression, Bayesian methods, tree-based learners, SVM, RF, XGBOOST, time series modeling, dimensionality reduction, SEM, GLM, GLMM, clustering etc.

Experience with various data structures and common methods of data transformation of both structured and unstructured data

Understanding of Deep Learning models such as CNNs / RNNs / LSTMs using some of the python based frameworks (Keras, Tensorflow, Pytorch) and natural language processing using nltk is a plus

Ideal Candidate Will Also Have

Experience in consumer-packaged goods, including but not limited to application in pricing and promotion analytics, marketing analytics, trade promotions, supply chain management

Experience in working with Linux computing environment and use of command line tools like Sed/Awk

Experience in Hadoop or other MapReduce paradigms and associated languages such as Pig and Hive

XNir1PDYLN"|senior data scientist|1|Cincinnati| OH
Battelle|"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB SUMMARY

“From Silicon to Systems” - We are an elite, multi-disciplinary team, bringing together the brightest minds from physics, computer science, electrical engineering, and mathematics to develop unique embedded security solutions for government and industrial customers.

Battelle has been trusted by elite government clients to solve some of the world’s hardest security problems. We work in small agile teams to push the bounds of computing technology. Our high-powered labs include specialized software and hardware, so our engineers have everything they need to invent new Cyber solutions.

Our team is casual putting results over formality. Team members can work flexible hours, and Battelle maintains a 9/80 schedule meaning employees have a chance to take every other Friday off.

We encourage new ideas with our large Internal Research and Development (IRAD) program where engineers work on projects they are passionate about. Inventors and innovators are rewarded by our industry leading IP compensation program. Our group works collaboratively with many parts of Battelle’s larger organization on projects ranging from genomics to robotics.

MAJOR RESPONSIBILITIES

Aid in the design and implementation of machine learning, data mining, data fusion, and data engineering techniques applied to cyber security problems

Learn and become fluent in the details of security related domains in order to devise data driven solutions – this can range from software fuzzing to micro-electronic supply chain analysis

Improve existing techniques and devise new techniques to solve security data problems

Independently propose and develop creative solutions to unique problems, potentially leading IR&D projects

Identify and articulate strengths and weaknesses of solutions, conclusions and problem approaches during technical discussions.

THE FOLLOWING IS REQUIRED

Master’s degree in STEM field (Statistics, Physics, Computer Science, Mathematics, Electrical Engineering, or similar) with 0-2 years experience, or Bachelor's degree with 2-5 years experience, or related work experience

Demonstrated experience developing in either Python or R.

Experience solving complex data problems

Experience applying machine learning, statistics and/or data mining techniques

Excitement about learning new technical subject areas and curiosity about cyber security problems

Must be a sole US citizen with the ability to obtain and maintain a US government security clearance.

THE FOLLOWING IS DESIRED

Experience with deep learning methods and with micro-electronic design workflow

Electronics bench skills such as digital and analog test & measurement

Ability to generate verification test benches for simulating and validating micro-electronic designs

Experience in vulnerability analysis for either software or hardware

Understanding of VHDL and/or Verilog hardware description languages.

Familiarity with compiled languages like C, C++, or rust

Familiarity with shell scripting languages like bash, zsh, or csh

Active Secret or Top-Secret Clearance

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department.

BENEFITS

Battelle is an Affirmative Action/Equal Opportunity Employer and supports diversity in the workplace. Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. For more information about our other openings, please visit www.battelle.org/careers"|data scientist|5|Columbus| OH
Battelle|"We are currently seeking a Data Scientist II. This position is located in Columbus, OH

Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow.

Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place.

JOB SUMMARY

Battelle's Advanced Analytics supports government, academic and private industry clients in the areas of healthcare, national defense, environmental, transportation, and energy. Someone in this role is expected to:

Perform sophisticated modeling and analyses of datasets in order to answer specific research questions

Determine appropriate methods, fill in technical details, identify problems and implement solutions, and develop new methods if necessary

Oversee others in extracting data from existing databases or literature and prepare data for data analysis using statistical and machine learning methods

MAJOR RESPONSIBILITIES

Participate in multiple, assigned research projects with minimal supervision and within time and budget constraints

Organize data from many different types of sources and at significantly varying scales for subsequent analysis

Critically evaluate data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature

Solve unusual problems using a combination of appropriate statistics, machine learning, and computational methods

Create technical reports and presentations, describing results with tables, graphs, and software tools in a manner that the client can understand

Present research results to clients and participate in scientific conferences, peer review panels, and increase company visibility through publications

Build relationships with internal and external clients

Support business development efforts led by others

Plan and carry out appropriate professional self-development activities

Perform other duties as assigned

THE FOLLOWING IS REQUIRED

Master's Degree in Statistics, Machine Learning, Mathematics, Computer Science, or Electrical Engineering (with a data analysis focus) or relevant related field OR Bachelor's with at least 2+ years experience.

Expertise in manipulating and analyzing data (e.g., regression, classification, machine learning methods, mixed and generalized linear models, time series analysis, longitudinal methods, Bayesian methods)

Programming experience in R, Python, and/or Matlab

Strong analytical, multi-tasking, problem solving, organizational, and planning skills

Excellent oral and written communication skills

Attention to detail and adaptability

Ability to obtain and maintain a goverment security clearance, or current active clearance.

THE FOLLOWING IS DESIRED

Experience with other statistical languages, such as Stata or SAS

Experience with C, C++, C#, Java, or similar programming languages

Demonstrated machine learning experience

Experience either as an intern, a research assistant, or an applied project consultant, demonstrating capabilities in data analysis and programming.

Ability to write and understand scientific algorithms

LEGAL DISCLAIMER

The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department.

BENEFITS

Battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family.

Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle.

For more information about our other openings, please visit www.battelle.org/careers"|data scientist|5|Columbus| OH
Fractal Analytics|"Job Description:

Expected to lead & deliver an analytics program based out of client location (Columbus, Ohio). This will include problem solving, advanced analyses, model development, optimization & deployment and compelling visualizations to make the solutions scalable. The Engagement Manager will effectively collaborate with Account owner and lead a team of data scientists to manage, consult and deliver end to end solution.

Responsibilities:

SPOC for client stakeholders

Developing business cases to justify rationale for various analytics initiatives & build project pipeline

Hands-on problem solving, advanced analysis, solution development, optimization & deployment (model and/or dashboard

Presenting analyses outputs to client(s)

Managing day-to-day project deliverables either independently and/or in close coordination & collaboration with offshore team

Client communication

Project/Program Management

Ensure regular client updates & project review meetings

Thought leadership/partnership

Client management and relationship development

Sales support & account growth

Firm building initiatives including coaching & grooming the team on various themes/topics.

Traveling upto 50% required.

Qualifications:

8+ years of overall experience with at least 4-5 years of rigorous hands on work pertaining to (but not limited to) problem solving, advanced analysis, model building, optimization, dashboarding, operationalizing developed solutions, etc.

Graduate or Under-graduate degree holder in Statistics/Mathematics/Economics/Science/Engineering/Business Management

Any industry certification(s) related to Data Science techniques & platforms/Big Data technologies/Visualization tools/Program management

At least 2-3 years working experience in P&C Insurance domain

Must have skills:

Knowledge of P&C insurance specially in Underwriting, Pricing and Claims

Hands-on experience in SAS and R/Python (2+ yrs), SQl (2+), Machine Learning / Deep Learning (2+ years)

Strong presentation and communication skills

Project Management (scope, schedule, risks, issues)

Good to Have:

Actuarial Science knowledge

xVhbZ0UrXa"|lead data scientist manager|0|Columbus| OH
