City,State,Unnamed: 0,city,company_name,job_summary,job_title,region,state,state1,title
,,,Maumee,ProMedica,"At Paramount, we offer insurance to both large and small groups and also cater to Medicare (Paramount Elite) subscribers in northwest Ohio and southeast…",Associate Business Analyst - Business Analyst & Insight - Full Time - Days,, OH,,
,,,Columbus,Battelle,"Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals.",Data Scientist Graduate Intern (Summer 2020),, OH,,
,,,Cincinnati,Post Consumer Brands,"Minimum 3 to 5 years in CPG sales/category management/HQ & or Broker-Agency services (grocery, E-Commerce and/or other Non-traditional retail customers).",Customer Business Analyst - Kroger - Cincinnati,, OH,,
,,,Valley View,ExactCare Pharmacy,"Work with a strong attention to detail to ensure all documented needs are communicated. Valley View, OH - Valley View, OH. Knowledge of PHP, Javascript, MySQL.","Business Analyst, IT Product Development",, OH,,
,,,Columbus,Photon,"Aptitude for detail and accuracy, self motivation with attention to detail, Ability to interact diplomatically with individuals on all levels.",Business Analyst,, OH,,
,,,Beavercreek,"Morgan Business Consulting, LLC","Ideal candidates will have logistics data analysis background. Successful candidates will possess an understanding of data collection, modeling and analysis for…",Senior Analyst - Logistics Data Analyst,, OH,,
,,,Dublin,DXC,"Works collaboratively with clients and stakeholders - both external and internal to the company - to research and elicit, analyze, validate and document…",Business Analyst,, OH,,
,,,Columbus,ProLink Staffing,ProLink is looking for a Senior Business Analysts to join our client's team. This position will function as a highly skilled Senior Business Analyst that…,Senior Business Analyst,, OH,,
,,,Cincinnati,Frisch's Restaurants,Proven analytical background and detail orientated. This role will act as a bridge between business ideas and capabilities to identify opportunities for…,Business Analyst / PM,, OH,,
,,,Shaker Heights,University Hospitals,The position is visible to the hospital’s business service lines and serves as a liaison between IT and those groups. Owns specific functionality and processes;,Senior IT Business Analyst (Kofax Kapow RPA),, OH,,
,,,Columbus,Nationwide Mutual Insurance Company,"If you’re passionate about becoming a Nationwide associate and believe you have the potential to be something great, let’s talk. Strong SQL skills is a must.","Specialist, IT & Data Analysis",, OH,,
,,,Newark,Park National Bank,"Collaborate with stakeholders of the applicable software to identify needs and design efficient, effective solutions. Experience in Cash management or banking.",Cash Management Business Analyst,, OH,,
,,,Columbus,American Chemical Society,Excellent time management skills and attention to detail. Excellent time management skills and attention to detail. CAS is currently seeking a Business Analyst.,Business Analyst,, OH,,
,,,Dayton,"Infinite Management Solutions, LLC","Minimum 3 years’ professional/business related experience required; Infinite Management Solutions, LLC is a woman and veteran owned business that focuses on…",Business Analyst,, OH,,
,,,Dublin,"T-Cetra, LLC",We're constantly developing new and creative ways to solve the industry's most complex problems. Our enterprise software solutions run the gamut of Information…,Senior Data Analyst,, OH,,
,,,Cleveland,Sherwin-Williams,"Founded in 1866, The Sherwin-Williams Company is a global leader in the manufacture, development, distribution, and sale of paints, coatings and related…",IT Business Analyst III,, OH,,
,,,Cincinnati,Ameritas,Do you have a strong desire to learn and take ownership of assigned tasks? Ideal candiate enjoys relationship buidling and have strong interpersonal skills.,AIC Intern- Data Analysis and Research,, OH,,
,,,Cincinnati,GE Aviation,"The Data Science & Analytics Intern will give to the development and deployment of modern machine learning, operational research, semantic analysis, and…",Data Science & Analytics Intern - Summer 2020,, OH,,
,,,Columbus,MAXIMUS,"Bachelor''s degree with 3- 5 years of experience consulting within designated function. Since 1975, MAXIMUS has operated under its founding mission of Helping…",Business Analyst - Medicaid Systems,, OH,,
,,,Maumee,Exemplarits,"Oracle EBS ( Mfg) Business Analyst / Oracle EBS ( Mfg) BA*. 5+ years’ experience with Oracle EBS, 2+ years Oracle R12.",Oracle EBS ( Mfg) Business Analyst /Oracle EBS ( Mfg) BA,, OH,,
,,,Independence,Fleet Response,"Strong analytical skills with the ability to collect, organize, analyze and disseminate significant amounts of information with attention to detail and accuracy…",Client Business Analyst,, OH,,
,,,Dayton,Canary Consulting Inc.,"The ideal candidate will have a diverse range of talents, including a strong attention to detail, good communication skills, and the ability to work…",P&C Business Analyst Intern,, OH,,
,,,Strongsville,National Automotive Experts,At this time a Technical Business Analyst is needed to elicit and manage technical requirements. Effectively and efficiently communicates with technical (IT…,Technical Business Analyst,, OH,,
,,,Dublin,IGS Energy,Responsible for identifying overall business and information needs of the organization in order to develop appropriate solution strategies.,Business Analyst,, OH,,
,,,North Canton,Kenan Advantage Group,"KAG is North America''s largest independent fuels delivery and bulk liquids carrier. At KAG, we pride ourselves on providing the safest and highest quality…",Transportation Business Analyst,, OH,,
,,,Columbus,ComResource,ComResource is looking for a Business Analyst / Quality Assurance Specialist. Maintain high standards of quality by implementing best practices.,Business Analyst / Quality Assurance Specialist,, OH,,
,,,Cincinnati,Sapiens,"Sapiens International Corporation (NASDAQ and TASE: SPNS) is a leading global provider of software solutions for the insurance industry, with a growing presence…",Business Analyst,, OH,,
,,,Cincinnati,Great American Insurance Group,Strong commitment to excellence and attention to detail. Working for a leader in the insurance industry means opportunity for you. Proficient in Word and Excel.,Associate Business Analyst,, OH,,
,,,Cincinnati,Great American Insurance Group,3 or more years of related experience. Working for a leader in the insurance industry means opportunity for you. Perform data analysis and validation.,Business Analyst-Data Governance,, OH,,
,,,Cincinnati,PCMS Datafit Inc.,Requires strong attention to detail and accuracy. PCMS is a global provider of IT software and services for the retail industry.,Business Analyst- Cincinnati,, OH,,
,,,Brooklyn,Key Bank- Corporate,The Anti-Money Laundering (AML) Operations Support team (AMLOS) is a support group within Key Enterprise Security Services (ESS) that is responsible for…,AML Operations Support Sr. Business Analyst – Ops Intel,, OH,,
,,,Columbus,Huntington Bank,"Ability to be flexible and work independently with good time management and a strong attention to detail. In support of the Mortgage Loan Servicing Department,…",Business Analyst 2,, OH,,
,,,Columbus,Nationwide Children's Hospital,"3 to 5 years of experience in requirements analysis, project management, and systems implementations. Facilitate meetings to detail out current and future state…",Business Analyst- IS Project Mgmt Office,, OH,,
,,,Hilliard,RDP Foodservice LTD,"The Business Analyst Applications BA works with the key business areas Leadership, Sales, Operations, Marketing, Sales Support, and Finance and serves as the…",IT Business Analyst,, OH,,
,,,Columbus,GCR Inc.,Solid organizational skills with attention to detail and multi-tasking skills. (GCR) is a leading software development company that serves public sector clients…,Business Analyst,, OH,,
,,,Wright-Patterson AFB,"TACG, LLC","TACG is a driven Alaskan Native 8(a) professional consulting firm, that focuses on employee growth in collaboration with client delivery.",Senior Data Analyst/ETL Developer,, OH,,
,,,Columbus,JP Morgan Chase,"Is a leading global financial services firm with assets of more than $2.7 trillion, over 240,000 employees and operations in over 60 countries.","Asset Management, Global Sales Enablement, Business/Data Analyst - Associate",, OH,,
,,,Cincinnati,Think Different IT,"Requires strong attention to detail and accuracy. Responsible for the owning the requirements of the project by participating in requirements workshops,…",Business Analyst,, OH,,
,,,Mason,Honeywell,"Commercial Excellence Data Analyst Spring Co-op. Join a team recognized for leadership, innovation and diversity. The future is what you make it.",Commercial Excellence Data Analyst Spring Co-op,, OH,,
,,,Dayton,Reynolds and Reynolds,"As a Sales Operations Business Analyst, you will be responsible for leading a variety of sales related projects that support and grow sales for the company.",Sales Operations Business Analyst,, OH,,
