company_name,job_summary,job_title,city,state
Memorial Hospital of Union County,"Analyze annual, quarterly, monthly and weekly financial reports to verify accuracy. Annual budgets and ensure timely distribution of financials.",Business Analyst,Marysville, OH
The E.W. Scripps Company,"Minimum of 3 years of experience in solving analytical problems using quantitative approaches (or equivalent). Secure final, accurate data files from vendors.","Data Analyst, Predictive Modeling",Cincinnati, OH
Asurint,"5 years in business analysis or related fields required. At Asurint, we’re building a leading information-based technology company in Cleveland, Ohio.",Senior Business Analyst,Cleveland, OH
Accelerated Analytics,"Accelerated Analytics is the provider of choice for retail Point of Sale (POS) data. We have been collecting, analyzing, and reporting on POS and EDI 852 data…",Business Analyst,Canton, OH
JPMorgan Chase,"Bachelor’s Degree in related business, technical, or quantitative field with 5 years of relevant experience or Master’s Degree with 3 years of relevant…",CCB - Risk Analytics - Customer Risk Data Analyst - Associate,Columbus, OH
American Chemical Society,"CAS uses unparalleled scientific content, specialized technology and unmatched human expertise to help R&D organizations across Commercial, Government and…",Data Analytics Intern,Columbus, OH
METROHEALTH MEDICAL CENTER,"The MetroHealth System is an essential health system committed to providing health care to everyone in Cuyahoga County, Ohio, and improving the health of the…",Business Analyst-Office of Opioid Safety,Cleveland, OH
National Church Residences,"Do you love spending time with data, trends and findings? Join our team and live the mission with National Church Residences!",Data Analyst,Columbus, OH
National Interstate Insurance Company,"National Interstate is a member of Great American Insurance Group. As one of the leading commercial transportation insurers in the nation, we offer risk…",Data Analytics Intern - Summer 2020,Richfield, OH
Owens-Illinois,Remember the last time you opened a bottle of champagne? A cold beer after a hard day’s work or a bottle of sparkling mineral water to quench your thirst?,Data Science Intern - Global HQ,Perrysburg, OH
Cincinnati Eye Institute,"0110 - CVP Blue Ash - Cincinnati, OH. This position will be responsible for conducting detailed analysis and evaluation of financial and operational performance…",Data Analyst,Cincinnati, OH
Randstad Professionals,"Looking for a contractor to help with repetitive aspects of process this role supports, which are driven by system defects. Find root cause of data rejections.",Business Analyst - Finance,Dublin, OH
Prosource,Translating solution discovery into software implementations that meet business goals. Defining business requirements and reporting them back to stakeholders.,Business Analyst,West Chester, OH
University Hospitals,Minimum 3 years of experience as an application analyst required. The Oracle Business Analyst is responsible for the maintenance and support of the Oracle…,Oracle Finance/Hyperion Business Analyst II,Shaker Heights, OH
McGraw-Hill,"As an Intern at McGraw-Hill, you become part of a company that impacts millions of students and teachers every day. Your contribution to the team includes:",Talent Acquisition Data Analyst Intern (Part-Time),Columbus, OH
WebPresented,WebPresented is an innovative software company that is quickly growing into a leader of business intelligence and Customer Relationship Management (CRM)…,Business Analyst,Columbus, OH
Heitmeyer Consulting,Citizens and Green Card Holders are encouraged to apply. We are unable to sponsor candidates at this time. The ideal candidate will have consulting experience.,Business Analyst,Columbus, OH
"Yashco Systems, Inc.","Business Analyst (Multiple Positions with National Placement out of Franklin County, OH) Minimum of either a Bachelors degree and five (5) years of experience…",Sr. Business Analyst,Hilliard, OH
Nitor,The primary focus of the Business Analyst is to provide general support to our clients’ projects and work closely with other Nitor Project Managers.,Business Analyst,Cleveland, OH
BLS Revecore,Impeccable attention to detail and accuracy. The Physician Services Data Analyst works at the cutting edge of some of our most important business and service…,Physician Services Data Analyst,Township of Liberty, OH
"TACG, LLC","Or, 5 years’ experience with a Master’s Degree in the field of business. TACG is a driven Alaskan Native 8(a) professional consulting firm, that focuses on…",Business Analyst,Dayton, OH
Ohio Health,"3 years with Associate''s degree, 5 years with relevant Experience performing EMPI functions. In lieu of a degree, a Minimum of 5 years Experience as a data…",EMPI Data Analyst,Columbus, OH
TRA'BIAN ENTERPRISES,"Work with business units and other stakeholders to gather information. Using techniques like interviews, work sessions, storyboarding, and prototyping.",Business Analyst,Dublin, OH
OMNOVA Solutions,The Lead HR Business Analyst is responsible for the daily support and maintenance of the global HCM system. The Lead HR Business Analyst will strategically plan…,HR Business Analyst,Beachwood, OH
Mass Genics,Responsible for assisting with complex projects and leading single scope projects. Developing and reporting metrics which drive continuous improvement of GTI…,Project Management Analyst (Data Analytics/Qlikview),Columbus, OH
Aver Inc.,Aver is looking to add to its stellar customer analytics team by hiring a Senior Healthcare Data Analyst. This role is responsible for building analytic content…,Senior Healthcare Data Analyst,Columbus, OH
ExactCare,"Work with a strong attention to detail to ensure all documented needs are communicated. Business Analyst, IT Product Development *. How do we do it?","Business Analyst, IT Product Development",Valley View, OH
Sherwin-Williams,"Founded in 1866, The Sherwin-Williams Company is a global leader in the manufacture, development, distribution, and sale of paints, coatings and related…",IT Business Analyst (Global Support),Cleveland, OH
Kelly Services,"Kelly Services is seeking an Business Analyst for a market leader in the design, manufacture and distribution of fashion, luxury, sports and performance eyewear…",Business Analyst /Lens Category Analyst - Mason OH,Mason, OH
STERIS,"Minimum 5 years Business Analysis, EDI, Order Management, Supply Chain, or digital transaction experience required. What you need to be successful.","Business Analyst, Order Management/RPA",Mentor, OH
CoverMyMeds,This role is essential to the Marketing Team and requires an individual who is detail oriented and has the tenacity to push through to complete multiple…,Marketing Data Analyst,Columbus, OH
Avani Technology Solutions Inc,3 month contract to start. 3 to 6 years of experience in data analytics from multiple sources to include ecommerce analytics. Client is seeking a Sr.,Sr. Data Analyst - Tableau Dashboard Develope,Cincinnati, OH
AT&T,AT&T/GSI is currently seeking a Data Analyst for its ATEP II program within the National Air and Space Intelligence Center (NASIC) at Wright Patterson Air Force…,Data Analyst 4 (Government),Fairborn, OH
Digital Partners,"Structured, analytical with a problem-solving approach and a high level of attention to detail. Want to be part of a company that is seeking to partner with…",Data Analyst,Cincinnati, OH
