company,description,location,position,reviews,City,State
"Amazon.com Services, Inc.","
· MSc or PhD in Statistics, Physics, Engineering, or related quantitative field
Experience with analyzing data
Strong experience with descriptive statistics and visualization tools
Experience with speech recognition, NLP, or a related field
Expert in Python, or another scripting language (R, Perl); command line usage, e.g., Bash; C or C++
Knowledge of statistical modelling / machine learning techniques
Experience with data selection methods a plus
Excellent communication and organizational skills with significant attention to detail


Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.

Are you a data-driven, detail-oriented scientist who thinks analytically and believes that everything can be measured and tested?

Do you want to contribute to developing human language technology services for the cloud that serve the needs of AWS customers around the world?

If the answer is YES, we'd like to hear from you. We are looking for a Data Scientist to join the AWS speech processing team (part of Amazon AI).

In this role, you will lead a range of data analytics efforts, monitor and improve the performance of our speech processing services,

develop new metrics for novel applications and services, and help ensure that our machine learning models meet the needs of our broad and diverse customer base.

As the main person in charge of analysis and insights, your responsibilities will include:



Diving deep into data, doing analysis, and discovering patterns/root causes. Generate insights that drive our product.
Analyze and evaluate the quality of data used for model training and testing
Present proposals and results in a clear manner backed by data and coupled with actionable conclusions to drive business decisions
Collaborate with scientists and engineers on data collection and feature design efforts


. Develop and validate new model evaluation metrics



Handle competing requests from a range of data customers
Communicate your results to diverse audiences with effective writing and visualizations
Experience with big data tools and familiarity/experience with AWS technology stack (S3, Redshift).
Demonstrable track record dealing well with ambiguity, prioritizing needs, and delivering results in an agile, dynamic environment
Fluency in at least one foreign language
","Seattle, WA",data scientist,0,Seattle, WA
HERE Technologies,"What's the role?

Be responsible for analysing a variety of use cases, processes and the associated data and developing models using Natural Language Processing and machine learning in to realize our vision for the Future of Work.
Build and test analytic and statistical models to improve a wide variety of both internal data-driven processes for skill analysis, talent matching and other related problems.
The work will include extensive data manipulation and aggregation for exploration, reporting, visualization and predictive model development purposes.
Design and analyse A/B experiments that validate different optimization and solution approaches, and to calibrate model parameters.
Collaboration with other engineering teams to ensure multi-functional goals are met.
Formulate validation strategies to ensure accurate and reliable data in production environment.

What You’ll Get:

Explore latest and greatest in AI/ML world
Challenging problems to solve working on cutting edge technology
Opportunities to learn new things
Work that makes a difference in the world
Freedom to decide how to perform your work
Variety in the types of projects
Feedback so you will know how well you are doing
Collaborative, Supportive Colleagues

Who are you?An enthusiastic and passionate Lead researcher/scientist who is willing to go above and beyond the ask, with an open mindset and a will to think “outside the box”. Who is looking for opportunity and freedom to innovate and explore technically, while keen and motivated to deliver quantitative results. Who believes that collaboration and flexibility are the key factors that will help build a team efficiently, with emphasis on having fun and learning along the way. With below requirements & experience:

Requirements:

BE or MS in a discipline such as Applied Mathematics, Computer Science, with an emphasis or thesis work on one or more of the following: computer vision, search, machine learning, robotics and optimization.
Minimum of 5 years related, professional experience in applied machine learning and search/document analysis/NLP.
Knowledge of data mining and analytic methods such as regression, object detection, classifiers, clustering, association rules, decision trees etc. Should have medium to expert-level knowledge in one or more of these areas.
Proficiency with a statistical analysis package and associated scripting language such as Python. Java/Scala added advantage
Self-learner with a proven aptitude for acquiring knowledge and skills
Deployment of ML models on cloud such as AWS

HERE is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, age, gender identity, sexual orientation, marital status, parental status, religion, sex, national origin, disability, veteran status, and other legally protected characteristics.

#LI-SA1Who are we?Want to help revolutionize the future of work? Come help us build Hitch – The HERE Talent Platform – the service that’s helping us better tap into our global talent pool, while empowering our people to take charge of their own careers and grow.

At HERE, we believe in everyone having the freedom to engage in work they love using the skills they’ve acquired throughout their lives. We believe that enabling this will result in fulfilled people, and more productive teams delivering creative products for a better world. It’s these beliefs that inspired us to design and build Hitch an online service to empower our employees to find work they love and take charge of their own careers. The best thing about it is that it’s not just best-in-class to us at HERE – this powerful business tool allows companies of all kinds to connect deeper with their employees and to make the most of their expertise.

For employees, Hitch - the Talent Platform, provides a transparent view for them to see and be part of the work of the future. On the flip-side, when teams need help on their projects, requiring services and skillsets that are not currently available to them, they are able to create opportunities for others to join in. This allows anyone with access to see the type of work and skills needed in the immediate future.

There are hundreds of projects created in Hitch. Each is an example of work that employees can participate in using their current skills or used to develop themselves further. To learn more:","Seattle, WA",principal data scientist,5,Seattle, WA
Amazon,"At Amazon, we're working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright, and visionary people. We are looking for a Sr. Data Scientist with excellent analytical abilities, outstanding business acumen and judgment, intense curiosity, strong technical skills, and superior written and verbal communication skills to join the AWS Demand Planning team.As a Sr. Data Scientist, you will generate insights that will guide operational excellence and product development for our customers. Data analysis is at the core Amazons culture, and your work will have a direct impact on decision making and strategy for our team. You will be gathering customer insights, mining data, making recommendations, and helping senior leaders make key business decisions. You will have the opportunity to work with large and diverse data sets to gather insights using data from across AWS Infrastructure. You will be working in a large, extremely complex, and dynamic, data-driven environment. We are looking for a data scientist with expertise and passion for analyzing data, designing and building predictive and decision models, and designing metrics to measure the performance of the business. You will interact directly with business leaders and groups that rely on the metrics and the decisions produced using predictive models.The ideal candidate will have excellent analytical abilities, outstanding business acumen and judgment, intense curiosity, strong technical skills, and superior written and verbal communication skills. They will have a strong bias toward data driven decision making. They will be a self-starter, comfortable with ambiguity, able to think big and be creative (while paying careful attention to detail), and will enjoy working in a fast-paced dynamic environment. If you are excited about data, are results oriented, and want to join a growing analytics team within Amazon - this role is for you.Key Responsibilities Include:· Interface with business leaders and customers, gather requirements, and deliver complete reporting solutions· Generate business insights autonomously based on interactions with business stakeholders and underlying domain knowledge and data science tooling· Develop a deep understanding of our vast data sources and know exactly how, when, and which data to use to solve particular business problems· Work with internal stakeholders to root cause identified defects· Understanding drivers, impacts, and key influences on the organization· Helping to build production systems that take inputs from multiple models and make decisions· Automating feedback loops for algorithms in production· Utilizing Amazon systems and tools to effectively work with terabytes of data· Partner with data engineers to support production data analytics solutions· Partner with business intelligence engineers to support production visualizations for senior leadershipBasic Qualifications· Masters in quantitative field (Data Science, Statistics, Analytics, Machine Learning, AI, Computer Science, Mathematics, or equivalent) or Bachelors with 2+ years additional experience· 3+ years of experience working in data science in a technology company· 3+ years of experience with R, Python, SAS, Matlab or other statistical/machine learning software· 3+ years of experience with data querying languages like SQL· 3+ years of communicating business results of analytical deep dives to senior leadership· Use of data visualization principles/tools which can integrate with data science outputsPreferred Qualifications· Masters in quantitative field (Data Science, Statistics, Analytics, Machine Learning, AI, Computer Science, Mathematics, or equivalent)· 5+ years of experience working in data science in a technology company· 5+ years of experience with R, Python, SAS, Matlab or other statistical/machine learning software· 5+ years of experience with data querying languages like SQL· 5+ years of communicating business results of analytical deep dives to senior leadership, including some direct interaction with c-suite executives· 5+ years of experience with Tableau, PowerBI, QuickSight or other data visualization software· Meets/exceeds Amazons leadership principles requirements for this role· Meets/exceeds Amazons functional/technical depth and complexity for this roleAmazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",senior data scientist,5,Seattle, WA
Amazon Corporate LLC,"How do we improve associate experience? What drives hiring, engagement and retention of the best and the brightest associates in Amazon's Worldwide Operations (supporting hundreds of thousands of dedicated associates and leaders deliver millions of packages and smiles to customers every day)?

As a Data Engineer on the WW Ops HR PeopleInsight team, you will support the HR needs of the largest organization in Amazon's retail business. Your stakeholders will range from FC HR to data scientists, economists, software development teams and product managers seeking to improve associate experience. The data products that you build and support, will help our leaders focus their efforts in ways that will engage, retain and grow their associates to propel the business forward. The PeopleInsight analytics team supports field and organizational leadership by advising actions, informing decisions, and identifying risk for Amazon's Worldwide Operations. Our team's goal is to help Amazon HR become the world's most scientific HR organization, empowering leaders and enabling action through data and science.

As a Data Engineer on the PeopleInsight team, you will help us build large scale, near real-time data platforms, metrics and models that drive actionable insights and scalable processes for Amazon's core retail HR operations. You will combine the power of AWS with Amazon internal ETL tools, highly optimized SQL and scripting languages to build solutions that scale to serve the world wide HR operations business needs.

Amazon is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation / Age

Basic Qualifications



Bachelor's degree in Computer Science, Engineering, Mathematics, or a related field or 2+ years industry experience.
Ability to demonstrate knowledge in the fields of Database and/or Data Warehousing, Big Data processing
Advanced knowledge of large data manipulation and data mining using Oracle, Redshift, or PostgreSQL
Excellent SQL query performance tuning skills


Coding proficiency in at least one modern programming language (Python, Ruby, Java, etc)



Proven ability to build and support large-scale data solutions serving a global customer base
Be self-driven, and show ability to deliver on ambiguous projects with incomplete or dirty data
Ability to understand business requirements, convert them into technical solutions and deliver software incrementally


Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data engineer,2,Seattle, WA
Allstate,"Where good people build rewarding careers.

Think that working in the insurance field cant be exciting, rewarding and challenging? Think again. Youll help us reinvent protection and retirement to improve customers lives. Well help you make an impact with our training and mentoring offerings. Here, youll have the opportunity to expand and apply your skills in ways you never thought possible. And youll have fun doing it. Join a company of individuals with hopes, plans and passions, all using and developing our talents for good, at work and in life.
Job Description

Data Discovery and Decision Science (D3) is the research and analytics organization at Allstate. We are 300+ people solving some of todays most complex analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver exceptional insurance solutions to our customers. We are passionate about learning new ways to get the most value from our massive data resources. We are partnering to incorporate analytics into every aspect of the enterprise. Developing ourselves and others is key to our success.

NLP and Deep Learning

Are you passionate about the possibility of applying your Deep Learning and NLP skills to extract meaning from Allstate's massive unstructured data? As a Sr. Data Scientist authority in these areas you will be responsible for researching, developing, and improving algorithms that help computers learn from text. Our goal is to reduce the time and expense of performing traditionally manual tasks, growing efficiency and reducing costs. By extracting meaning from large data sets containing millions of documents, you will help Allstate to develop NLP capabilities to improve the speed and ease with which we underwrite a policy, estimate a claim, or service a customer.

IN THIS ROLE YOU WILL:

Conduct state of the art research in Natural Language Processing / Understanding.Use research and apply state-of-the-art deep learning techniques to inform key strategic recommendations and decisions.Work across the enterprise to identify and incubate business use cases.Advise data scientists and business partners on applying NLP in their work and regularly train them on the state-of-the-art.


</p></p>Job Qualifications

Expertise developing natural language processing/understanding algorithms/models required.Expertise applying deep learning techniques to NLP/U problems required including thorough knowledge of the theory and practice of NLP and deep-learning techniques.Strong experience in other machine learning, or artificial intelligence algorithms/models required. Strong coder, with experience building models and analyzing data using general machine learning tools (e.g. in R, Python, Matlab) and deep learning tools (e.g. TensorFlow, Keras) required. Software development experience a plus.Strong experience implementing models in production.Ability to craft new concepts and stay current with academic research. Published research a plus.Strong experience working with non-technical stakeholders. Ability to summarize research and analysis for audiences with varying levels of expertise.A graduate degree in a field such as math, computer science, statistics, engineering or machine learning, or equivalent experience.


</p></p>The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.</p>Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary but thats just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, youll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy.

Learn more about life at Allstate. Connect with us on Twitter, Facebook, Instagram and LinkedIn or watch a video.

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

It is the policy of Allstate to employ the best qualified individuals available for all jobs without regard to race, color, religion, sex, age, national origin, sexual orientation, gender identity/gender expression, disability, and citizenship status as a veteran with a disability or veteran of the Vietnam Era.","Bothell, WA",senior data scientist,5,Bothell, WA
Nivid InfoTech Inc.," Position : Data Engineer / Data Science

 Location: Mountlake Terrace, WA

 Duration: 10 + months

As a Data Engineer III for our Corporate Data and Analytics team, you will work on fast and streaming data to enable analytics and data science which allows for the creation of nearly instantaneous personalization opportunities and highly informed decisions. You will be working with Tier 1 data to create, modify, and test the code, forms, and scripts that construct the data sets that drive our analytic capabilities.

Job Description :

Solve business and data engineering problems using data centric programming and scripting skills to create data models and pipelines Consult with the business to create understanding of the needs, pace and direction for our business partners, translate these needs into requirements and specifications, and maintain contact with the customers through project completion Lead all phases of architecture, conceptualization, design, development, testing, and production support data solutions Architect, design, and build best-of-class production processes that ensure security, efficiency, and availability of analytic tools and data Collaborate with data scientists and analyst to further understand business problems Program and manage APIs for data exchange Lead and conduct unit and system testing to ensure design is still relevant and implementation is producing a useful, maintainable, reliable product Mentor and train other team members by introducing them to new technologies, methods and learning resources Act as a resource to technical community as well as business partners

provided by Dice
","Mountlake Terrace, WA",data engineer,0,Mountlake Terrace, WA
SPECTRAFORCE TECHNOLOGIES Inc.,"Title: Data Engineer

Location: Bellevue, WA 98006

Duration: 6+ Months (High Potentiality of extension)

Description:

The Data Engineer will be a key partner to the monitoring and response teams as the subject matter expert and implementation engineer for cyber security alerting content. This role will be responsible to acquire, parse and enrich data streaming from our network. Experience in Apache NIFI, Kafka, Storm, Spark, Metron, Elastic Search, etc. imperative. The position is a trusted member of the Cyber Security Data team\ who leverages a Hortonworks Hadoop infrastructure currently amount 8 PB of data and growing. The team support machine learning, documentation and available of data for our incident responders.

provided by Dice
","Bellevue, WA",data engineer,0,Bellevue, WA
Allstate Insurance Company,"Where good people build rewarding careers.

Think that working in the insurance field cant be exciting, rewarding and challenging? Think again. Youll help us reinvent protection and retirement to improve customers lives. Well help you make an impact with our training and mentoring offerings. Here, youll have the opportunity to expand and apply your skills in ways you never thought possible. And youll have fun doing it. Join a company of individuals with hopes, plans and passions, all using and developing our talents for good, at work and in life.
Job DescriptionData Discovery and Decision Science (D3) is the research and analytics organization at Allstate. We are solving some of todays most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver perfect insurance solutions to our customers. We are avid about learning and applying new tools and techniques to get the most value from our massive data resources. As a Senior Data Scientist in D3, you will get 10% of your time to innovate, work on your own initiatives, learn, collaborate, and teach. In partnership with technology and the business, we are incorporating analytics into every aspect of the enterprise. We are deeply committed to developing ourselves and others as a path to success.

In this role, you will serve as a consultant in the design and analysis of experiments with partners across the enterprise. You will collaborate as part of cross-functional teams on a wide variety of strategic initiatives and your contributions will inform learning and evidence-based decision making within these programs. You will be responsible for advising throughout the lifecycle of a program and supporting success through technical execution (i.e. evaluating potential design approaches, sample size and test duration calculations) and analysis (communication of results and messaging of statistical concepts to influence action).Key Responsibilities

Uses best practices to develop statistical and machine learning techniques to build experimental designs and models that address business needs and enable test and learn competency.Understands business problems and constraints to identify the optimal experimental approach.Communicates to team members, leadership and stakeholders on findings to ensure test results are well understood and incorporated into business processes.Works on data and business problems to drive improved business results through designing, building, and partnering to implement tests and analytic solutions.Utilizes effective project planning techniques to break down moderately complex projects into tasks and ensure deadlines are keptWorks with leaders to ensure the project will meet their needs.The development and execution of a communication strategy, with appropriate coaching, that keeps all relevant stakeholders informed and provides an opportunity to influence the direction of the work.Collaborates with the team to improve the effectiveness of business decisions through the use of data and machine learning/predictive modeling.Reviews and evaluates on appropriateness of techniques, given current best practicesIdentifies languages and tools that can bring efficiencies or needed techniques to the team.

Hiring manager has the flexibility to consider multiple levels within the X Band (both junior and senior level). The band level will be determined by the selected applicant's skills and competencies.Job Qualifications

Degree in a quantitative field such as statistics, mathematics, computer science, finance Graduate degree or closely related previous experience preferred (i.e. advanced statistics degree, previous experimental design or clinical experience)Ability to use and learn a wide variety of tools and languages to achieve results (e.g., R, SAS, Python, Hadoop)Experience in using statistical modeling and/or test & learn techniques to design solutions that have informed and influenced decision makingAbility to analyze and interpret moderate to complex concepts (especially in the context of statistics and design of experiments)Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertiseExperience in manipulating and analyzing complex data from multiple sourcesUnderstanding of the Insurance market place; economics and regulation preferredDemonstrated analytic agility

The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands®.

As a Fortune 100 company and industry leader, we provide a competitive salary but thats just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, youll have access to a wide variety of programs to help you balance your work and personal life -- including a generous paid time off policy.

Learn more about life at Allstate. Connect with us on Twitter, Facebook, Instagram and LinkedIn or watch a video.

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click here for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click here for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

To view the EEO is the Law poster click here. This poster provides information concerning the laws and procedures for filing complaints of violations of the laws with the Office of Federal Contract Compliance Programs

To view the FMLA poster, click here. This poster summarizing the major provisions of the Family and Medical Leave Act (FMLA) and telling employees how to file a complaint.

It is the Companys policy to employ the best qualified individuals available for all jobs. Therefore, any discriminatory action taken on account of an employees ancestry, age, color, disability, genetic information, gender, gender identity, gender expression, sexual and reproductive health decision, marital status, medical condition, military or veteran status, national origin, race (include traits historically associated with race, including, but not limited to, hair texture and protective hairstyles), religion (including religious dress), sex, or sexual orientation that adversely affects an employee's terms or conditions of employment is prohibited. This policy applies to all aspects of the employment relationship, including, but not limited to, hiring, training, salary administration, promotion, job assignment, benefits, discipline, and separation of employment.","Bothell, WA",senior data scientist,0,Bothell, WA
Amazon Corporate LLC,"The Amazon Web Services (AWS) Training and Certification organization educates customers, partners, and AWS Employees globally on AWS products, solutions, and best practices. We are seeking a talented and experienced Data Scientist to perform data analytics and create forecasting processes to influence business strategies and better understand a customer's training & certification journey.

As part of the AWS Training and Certification (T&C) Business Intelligence and Data Analytics team you will analyze data provide insights using statistical methods and processes. We are looking for someone who is comfortable getting into data and understanding patterns and performance that can be leveraged in business strategies. The right candidate will be passionate about working with large datasets and should be someone who loves to bring data together to answer complex business questions that deepen our understanding of our business drivers. As a Data Scientist within AWS, you will have the exciting opportunity to help analyze and deliver data driven insights that will broaden AWS's penetration in the cloud computing market.

The ideal candidate will have a background in analyzing and deriving insights from data by using SQL (e.g. Redshift), analytics (e.g. R, Python), statistical processes (e.g. machine learning, forecasting, and predictive analytics), and business intelligence tools (e.g. Tableau). A successful candidate should have the technical proficiency to develop code to produce processes that analyze our data and the business proficiency to summarize their findings and report to the AWS Training and Certification leadership team. This role will work closely with Business Intelligence Engineers, Business Analyst, Economists, Program Managers, and AWS T&C Leadership.

Responsibilities:

Serve as a key member of the AWS Training & Certification Business Intelligence and Data Analytics team by turning data into actionable insights and providing support for strategic initiatives.
Conduct analysis of existing metrics and create new metrics that will be shared with the Global Operations Team and executive stakeholders.
Recommend, develop, and manage machine learning/statistical processes and tools.
Conducts data analyses with the appropriate statistical approach (regressions, linear and non-linear correlation, entropy, t-test, F-test, etc.)
Identify needed data for projects and understand underlying structure (distribution, variable independence, outliers, etc.), and develop process to help improve data quality
Influence the decisions of senior business leaders through effective verbal and written communication and logical reasoning.
Able to discuss and present data science processes to business leaders and provide support to help with understanding of processes to non-tech individuals.
Manage numerous requests concurrently and strategically, prioritizing when necessary.
Drive and support projects that help build AWS into the most customer-centric technology platformBasic Qualifications
Bachelor's degree in Mathematics, Computer Science, Technology, or a similar discipline with analytical bias
3+ years of relevant work experience as a data scientist, statistician, or similar position requiring analysis, statistics, machine learning, and data science.
Proficient with mathematical programming libraries (e.g. R, Python)
2+ years of experience wiring SQL and working within databases (e.g. Redshift or similar)
Advanced proficiency with advanced data analytics
Experience with business intelligence and data visualization and reporting tools (e.g. Tableau)
Experience creating white papers and documents describing model output
Experience developing and managing data science platform and tools
Ability to perform root cause analysis to uncover issues within data
Ability to distill problem definitions, models, and constraints from informal business requirements


Amazon is an Equal Opportunity Employer Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","Seattle, WA",data scientist,2,Seattle, WA
Tech Mahindra Limited,"Title: Data Science Engineer

Location: Seattle, WA

Duration: Long-term

Job Description:

Primary Responsibilities:

Support developing an analytic infrastructure on an AWS environment and partner with IT for analytic production execution

Work with data scientists and solution analysts to understand the business problems, proactively design intuitive data structures and create the best-suited data structures for modeling and analysis

Translate advanced analytics results into production and maintain updates/refresh.

Integrate additional and new sources of data that can enhance analytic capability, continually identifying and fixing issues that enforce a robust analytic process

Provide customer service analytic support and behavioral insight and engagement

Maintain HBO NOW subscriber transaction analytic structure by incorporating new providers, campaigns and tracking for transaction analysis

Requirements:

BS/MS in Computer Science or a related field or equivalent experience

Experience with AWS Solutions, Data and Analytics tools and building data structures to support advanced analytic and research functions.

Expertise with both structured and unstructured data in a Big Data platform setting.

Experience on database development, management and ETL at big data platform

Experience with analytic scripting R, Python and strong with SQL.

Knowledge of various data science techniques and experience implementing models developed with these techniques into a production environment","Seattle, WA",data engineer,5,Seattle, WA
"Amazon.com Services, Inc.","
PhD or Masters in Computer Science, Statistics or a related quantitative field.
3+ years of experience in training and implementing advanced models (machine learning, predictive modeling, and analysis).
2+ years hands-on experience programming in R, Java, C#, C++ or other similar programming languages
Algorithm and model development experience for large-scale applications


Interested in using Terabytes of Data, Machine Learning and Economics?

At Amazon Advertising, we are developing state-of-the-art large-scale computational advertising and machine learning applications using Terabytes of data. The Machine Learning and Optimization team develops algorithms and high performance, petabyte-scale distributed systems to optimize ad selection, bidding and campaign performance. Our systems process billions of ad impressions daily from across the internet to power our display advertising algorithms. Our scientists work with other machine learning scientists, economists, engineers and product managers on high impact initiatives in Amazon’s Display Advertising.

We are building a new bidding product for advertisers who are looking to experiment and learn about the right bids for their campaigns. This product will be used by hundreds of thousands of campaigns every month. We are looking for an outstanding applied scientist to define and build this product grounds up. You will start customer backwards – understanding advertisers’ marketing objectives and defining the right bid inputs for these objectives. You will define how Amazon should match impressions to individual campaigns and how to determine bid amounts for tens of billions of impressions that campaigns can serve ads on each day. You will define and implement controls on bids and campaign delivery. You will build algorithms to streamline campaign delivery using supply forecasts, campaign past history and advertiser inputs and set up feedback mechanisms for advertisers. You will also build the right bidding guardrails for advertisers. You will work at the intersection of big data, AI and economics.



Peer reviewed scientific contributions in premier journals and conferences.
Experience with digital media, online advertising or retail.
Strong verbal and written communication skills and ability to convey mathematical concepts to non-experts.


Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation","Seattle, WA",data scientist,0,Seattle, WA
UW Medicine," RESEARCH SCIENTIST 4 
 Req #: 163090  Department: LABORATORY MEDICINE  Job Location: Other Location  Job Location Detail: 1616 Eastlake  Posting Date: 09/17/2019  Closing Info: Open Until Filled  Salary: Salary commensurate with education and experience.  Shift: First Shift 


As the region's only Level I Trauma center, Harborview Medical Center (HMC) is well known for innovations and excellence in trauma care and its centers of emphasis: Trauma, Burn, Neurosciences, AIDS/STD, Center for Advanced Reconstruction and Rehabilitation (CARER), and mentally-and medically- vulnerable populations. In addition to the centers of emphasis, HMC serves a mission population for King County. Harborview employees are committed to the vital role the institution plays in the immediate community, as well as the entire Northwest region. HMC is owned by King County and managed by the University of Washington (UW) and serves as a training site for UW’s School of Medicine. The UW is proud to be one of the nation’s premier educational and research institutions. Our people are the most important asset in our pursuit of achieving excellence in education, research, and community service. Our staff not only enjoys outstanding benefits and professional growth opportunities, but also an environment noted for diversity, community involvement, intellectual excitement, artistic pursuits, and natural beauty.

Our LABORATORY MEDICINE DEPARTMENT has an outstanding full-time position for a Research Scientist 4. This individual will collaborate with Dr. Alex Greninger to conceive and develop projects and plans for understanding RNA and DNA viral replication and evolution, with subsequent performance of assays and/or direction of technical personnel.


Rapidly create reverse genetics systems for RNA and DNA viruses
Perform proteomic screens for host and viral interactors of viral proteins
Conduct CRISPR-Cas9 screens to identify host requirements for viral replication
Conduct deep mutational scans for protein-protein interaction mapping
Performs experiments with PCR technology, and develop assays, sequence development, analyzes experimental data and determines what modifications and follow-up experiments are necessary to generate relevant data.
Contributes data and analyses for grant submissions. Present data at laboratory meetings. Write manuscripts with Assistant Professor in peer-reviewed journals, abstracts, and poster presentations.
Consistently elicits support and cooperation from others when presenting ideas and concepts; facilitates group process to accomplish goals; demonstrates ability to persuade others to cooperate in achievement of plans.
Develops appropriate and creative solutions and chooses best alternative; takes action in a timely manner.
Directs the work of staff so as to achieve optimum productivity; encourages or requires employee involvement in planning and organizing work.
Effectively informs staff of policies, procedures, expectations, and objectives; solicits feedback from employees on an ongoing basis.
Fosters team effort and cooperation among staff members, both intra- and interdepartmentally.
Selects, trains, and develops employees; takes appropriate personnel action.
Demonstrates techniques and shares practical knowledge as needed with medical technology students, residents, post-doctoral fellows, visiting scientists and new employees.
Perform other duties as required.

Requirements:

Doctorate in Microbiology/Biological Sciences or closely related field, or relevant equivalent experience.
At least four years in related area or equivalent combination of education/experience in collaborative project design, and understanding of basic viral biology.

Additional Requirements:

Strong written and communication skills.
Ability to problem-solve and troubleshoot.

An equivalent combination of education and experience may substitute for stated requirements.

This position provides opportunities to work in a fast-paced work environment. As an employee you will enjoy generous benefits and work/life programs. For a complete description of our benefits for this position, please view this page.



 Committed to attracting and retaining a diverse staff, the University of Washington will honor your experiences, perspectives and unique identity. Together, our community strives to create and maintain working and learning environments that are inclusive, equitable and welcoming.
The University of Washington is a leader in environmental stewardship & sustainability, and committed to becoming climate neutral.
The University of Washington is an equal opportunity, affirmative action employer.

 To request disability accommodation in the application process, contact the Disability Services Office at 206-543-6450 / 206-543-6452 (tty) or dso@uw.edu.
  Apply for this job","Seattle, WA",research scientist,4,Seattle, WA
