company|description|position|reviews|City|State
Marathon Petroleum Corporation|"
*Location Name:** Findlay, OH
*Job/Requisition ID:** [[id]]
*Location Address:** 539 S Main St, Findlay, OH, United States (US), 45840
*Education Level:** Master's Desired
*Relevant Experience Level:** Flexible (1-10 Years)
*Employee Group:** Regular - Full Time
*Employee Subgroup:** Salaried Exempt


Data scientists leverage knowledge and experience in data mining, machine learning, applied statistics, operations research, and related quantitative disciplines to develop sophisticated analytics solutions to critical business challenges. This position is responsible for using a combination of statistical knowledge, programming skills, and business acumen to identify, prioritize, and solve high-impact business problems. The successful candidate will be responsible for identifying, cleansing, combining, visualizing, and analyzing data from a variety of sources to obtain actionable business insights. In addition, they must effectively communicate the results to managers, project stakeholders, and engineering teams.



*Responsibilities:**


+ Understand strategic business objectives and work with business partners to economically justify and develop plans to create the necessary business insights.

+ Utilize a combination of business acumen and statistical knowledge to identify, prioritize, and solve high-impact business problems.

+ Translate complicated concepts into relevant business messages. Effectively communicate results to project stakeholders and business teams.

+ Lead and manage analytical projects from conceptual through definition phase.

+ Identify, visualize, and analyze data from a variety of sources to obtain business insights.

+ Share new analytical concepts among peers and leaders.

+ Educate business partners on the use and expected results of advanced analytics.



*Qualifications:**


+ Experience with manipulating and analyzing complex, high-volume, high-dimensional data from varying sources.

+ Fluency in advanced analytics tool such as R and Python.

+ Understanding of Machine Learning techniques and Statistical learning methods

+ Experience with data science projects from data management, model building, evaluation, model improvement and implementation.

+ Strong written, verbal communication, and time management skills.



*Preferred Qualifications:**


+ Master's degree in Computer Science, Computer Engineering, Data Science, Management Information Systems, Mathematics or other comparable majors.

+ Experience solving analytical problems using quantitative approaches.

+ Ability to generate positive business results via analytics and data science techniques.

+ A strong passion for empirical research and answering difficult questions with data.

+ A flexible analytic approach that provides results at varying levels of precision.

+ Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner.

+ Familiarity with relational and non-relational databases.

\#LI-DC1

*About Marathon Petroleum Corporation**


Marathon Petroleum Corporation (MPC) is a leading, integrated, downstream energy company headquartered in Findlay, Ohio. The company operates the nation's largest refining system with more than 3 million barrels per day of crude oil capacity across 16 refineries. MPC's marketing system includes branded locations across the United States, including Marathon brand retail outlets. Speedway LLC, an MPC subsidiary, owns and operates retail convenience stores across the United States. MPC also owns the general partner and majority limited partner interests in two midstream companies, MPLX LP and Andeavor Logistics LP, which own and operate gathering, processing, and fractionation assets, as well as crude oil and light product transportation and logistics infrastructure.



*Travel Expected:** Up to 10%


Marathon Petroleum Company LP is an Equal Opportunity Employer and gives consideration for employment to qualified applicants without discrimination on the basis of race, color, religion, creed, sex, gender (including pregnancy, childbirth, breastfeeding or related medical conditions), sexual orientation, gender identity, gender expression, age, mental or physical disability, medical condition or AIDS/HIV status, ancestry, national origin, genetic information, military, veteran status, marital status, citizenship or any other status protected by applicable federal, state, or local laws. If you would like more information about your EEO rights as an applicant, click here .

If you need a reasonable accommodation for any part of the application process at Marathon Petroleum LP, please contact our Human Resources Department at talentacquisition@marathonpetroleum.com. Please specify the reasonable accommodation you are requesting, along with the job posting number in which you may be interested. A Human Resources representative will review your request and contact you to discuss a reasonable accommodation.

Equal Opportunity Employer: Veteran / Disability

Marathon Petroleum Company LP participates in the E-Verify program in some states in which it operates (including AL, AZ, GA, MS, NC, SC, TN, and UT). For more information before proceeding, please see details in English or Spanish . Right to Work Statement English or Spanish ."|data scientist|5|Findlay| OH
Booz Allen Hamilton|"The Challenge:

Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.

We have an opportunity for you to use your leadership and analytical skills to improve human performance. You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, build predictive analytics and apply machine learning, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help senior and executive leadership make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in the federal market space.

Empower change with us.

Build Your Career:

At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you can expect:

access to online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk

a chance to change the world with the Data Science Bowl—the world’s premier data science for social good competition

participation in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government

You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success.

You Have:

3+ years of experience with predictive analytics, operations research, and software development
3+ years of experience with developing scalable algorithms that apply machine learning, artificial intelligence, and deep learning techniques
Experience with using one or more of the following frameworks or tools: Python, R, or SAS
Experience with data mining techniques for large-scale data sets, including both structured and unstructured data
Experience with data and analytics solution delivery that address strategic business problems
Experience as an effective communicator with clients and software teams in translating client needs into solutions
Ability to be a self-starter with initiative and present complex information to non-technical audiences
Ability to obtain a security clearance
BS degree

Nice If You Have:

Experience with leading a data analytics team
Experience with visualization toolsets, including D3, Tableau, and Qlik
Possession of excellent organizational skills
Possession of excellent oral and written communication skills
MS degree in Data Science, Computer Engineering, or Engineering

Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."|data scientist|5|Dayton| OH
Smuckers|"For more than 120 years, The J.M. Smucker Company has brought families together to share memorable meals and moments. Guided by a vision to engage, delight, and inspire consumers through trusted food and beverage brands that bring joy throughout their lives, Smucker has grown to be a well-respected North American marketer and manufacturer with a balanced portfolio of leading and emerging, on-trend brands. In consumer foods and beverages, its brands include Smucker's®, Folgers®, Jif®, Dunkin' Donuts®, Crisco®, Café Bustelo®, R.W. Knudsen Family®, Sahale Snacks®, Smucker's® Uncrustables®, Robin Hood®, and Bick's®. In pet food and pet snacks, its brands include Rachael Ray® Nutrish®, Meow Mix®, Milk-Bone®, Kibbles 'n Bits®, Natural Balance®, and Nature's Recipe®. The Company remains rooted in the Basic Beliefs of Quality, People, Ethics, Growth, and Independence established by its founder and namesake more than a century ago. For more information about our Company, visit jmsmucker.com.

TITLE

Data Scientist, Customer Analytics

LOCATION

Orrville, OH (Close proximity to Cleveland/Akron)

REPORTS TO

Senior Manager, Data Science & Enterprise Systems

POSITION SUMMARY

The Data Scientist will deliver and/or facilitate the delivery of high-quality advanced analytics projects, create proprietary analysis techniques for use in a category leadership / retail setting, and identify opportunities to scale these capabilities across multiple accounts & categories. As a Data Scientist in the Analytics team you will be part of a strong data science team who leverage innovative tools and techniques focused on delivering against strategic business opportunities.

KEY RESPONSIBILITIES

Projects/Process:

Create a best-in-class method for identifying, executing, and delivering data science capabilities / 'big ideas' to Category customers including continuous improvement
Identify, scope, & lead advanced analytics projects as required by customer relationships, and timely delivery of agreed to work products
Prioritize work according to relative size-of-prize and ability to implement
Deliver engaging onsite presentations to customers and actively participate in analytics related components of customer Innovation Center visits

Tools & Techniques:

Leveraging data mining, statistics, and machine learning to develop best-in-class analysis techniques & support data visualizations that answer strategic questions from customers
Productize high-demand techniques to deliver efficiencies and scale across the organization
Research & evaluate industry best practices / data science innovations; continuously improve by integrating learnings into projects whenever possible

SELECTION CRITERIA

Education

Bachelor's Degree is required (Statistics/ Analytics/Mathematics/Computer Science preferred)
Master's Degree preferred (Applied Mathematics/Statistics/Analytics/Computer Science/Engineering)


Experience



A minimum of 2 years of experience in a quantitative analysis type role is preferred (internal candidates with 1 or more years of this type of experience will be considered)
Programming/Developer experience highly preferred
Use of Tableau for visual analytics is strongly preferred
Familiarity with syndicated and POS data sources a plus
Use of advanced predictive analytics tools (Python, SQL, or R) is a must (it is required to know at least 1 of the 3 tools)


Other



Understanding of statistical principles necessary to compete the projects is a must
Ability to solve analytical problems using complex quantitative approaches is a must
Comfortable manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources is a must
Use of data science techniques (statistical analysis, clustering/segmentation, and time series forecasting or optimization) is required
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner is required
Self-motivated and ability to handle multiple/diverse tasks
Ability to build relationships across the Company
Up to 15% travel required


#LI-123SDL2017"|data scientist|1|Cleveland| OH
AEP Energy|"Position Summary:

The Data Scientist will be responsible for researching, analyzing and helping to form strategy surrounding AEP Energy’s business activities. This position will primarily be involved in projects that require decision science methodologies (such as predictive and prescriptive modeling, machine learning, statistical analysis, customer segmentation, and marketing channel attribution and mix optimization) and data visualization.

This position will play a key role in empowering business groups – helping them formulate strategies and improve business processes by measuring and optimizing their impact – ultimately improving how AEP Energy engages with and delivers value to our customers.

Key Duties & Responsibilities:

Develop and maintain dashboard reporting of KPIs for new sales, renewal and retention

Develop and maintain dashboard reporting of KPIs for VoC survey feedback (both structured and unstructured data)

Develop, maintain, and improve targeting and predictive models leveraging machine learning to meet and exceed projected Marketing and Sales targets

Conduct detailed competitive reporting and analysis of Residential offers in market

Conduct financial analyses related to customer lifetime value and actual margin performance

Provide pricing and strategy recommendations for new sales, renewal and retention

Formulate and test hypotheses to evaluate business strategies and measure impact

Investigate 3rd party data sets that complement our internally sourced data

Author reports and presentations to communicate your process and results

Provide recommendations for system and process improvements / enhancements

Assist with other projects as assigned

Knowledge & Skill Requirements:

3+ years of practical experience in an analytics, statistics, or data scientist role

Strong experience with one or more statistical analysis packages: SPSS, R, SAS, etc.

Strong experience with Tableau or Microsoft Power BI

Working knowledge of one or more SQL languages (e.g. MySQL)

Familiarity with statistical algorithms such as linear and logistic regression, decision trees, neural networks, etc.

Advanced proficiency in MS Excel (Formulas, Pivot Tables), Word, PowerPoint

Ability to learn and utilize new analytical software in order to perform day to day duties.

Experience with one or more data mining tools (RapidMiner, Alteryx, etc.) is a plus.

Experience with Python is a plus.

Good knowledge of mathematical and statistical principles and formulas.

Education & Experience Requirements:

Master’s degree in Statistics, Data Analytics, or other such quantitative discipline preferred.

Bachelor's degree in Statics, Data Analytics, or other quantitative discipline required.

Energy industry experience a plus.

Attributes:

Highly-organized, with exceptional attention to detail.

Strong communication skills with the ability to listen and express ideas and thoughts effectively both verbally and in writing.

Strong people skills with an acute ability to build relationships and alliances with internal and external contacts including peers, superiors, and external contacts.

Upbeat/positive attitude focused with a “get it done” mentality.

Ability to manage multiple priorities and projects simultaneously and produce high quality work under the pressure of deadlines.

Accountable for actions and ownership of results.

Proactive problem solving ability with a positive attitude rooted in a results/solutions orientation.

Effective and comfortable in a dynamic/in-flight/fast-paced work environment

Ability to handle multiple and competing demands.

Strong critical thinking skills- conceptual and analytical.

Acts with a sense of urgency."|data scientist|5|Columbus| OH
Tenet3|"Tenet3 is a data science and engineering firm that creates cyber-security solutions inspired by cutting edge computer science. We create products that help the defense industry and commercial organizations manage cyber-risk and protect their cyber-systems.

Our Research and Development team is looking for outstanding data scientists to join our office in Dayton, OH. We are also looking for candidates at the junior level. Data scientists will complement and work with our team of in-house research scientists and engineers who are creating cutting edge hardware and software systems, statistical and probabilistic models, and machine learning algorithms in support of cyber-systems analysis. Data scientists will:



Use their experience with the R or Python data science stacks and familiarity with statistics, artificial intelligence, and machine learning concepts to support our research scientists and engineers in creating and implementing state-of-the-art solutions to challenging problems.
Work with research scientists and engineers to workbench solutions and evaluate methods using sound scientific and statistical principles.
Carry out data processing and analytic tasks in support of customer products. Identify and clearly communicate insights from data analytics.
Work with our customers and internal development team to translate research prototypes into practical products.
Support the data processing, visualization, and dashboarding needs of other lines of business in the company.


You will have high-impact in supporting research and development at the company, in transitioning our new technology into customer products, and in solving data analytics problems across company teams. A formal background in cyber-security is not required for this position.

This is a highly technical position that emphasizes scientific thinking and advanced computer science concepts. High potential candidates with 0-5 years of experience, with no practical background in data science, or with a business analytics / data reporting background will be considered at the junior level.

Essential Job Duties with Approximate Effort



65% - Develop software supporting our research and technology development needs. Actively participate in the R&D process by helping research engineers and scientists with prototype development and in running experiments using R, Python, Javascript, and/or C++ scientific computing and data science stacks. Translate research products into performant customer-facing software running on AWS. Effectively document the development process and experimental results.
20% - Create high impact, attractive, technical, and interactive visualizations of large scientific and engineering datasets and statistical models with data science stacks in R, Python, Javascript, and/or C/C++.
10% - Interface with research, software development, and program acquisition teams to understand data analytics needs and requirements.
5% - Participate in project reporting, evaluation, and presentation efforts.

Requirements

Ability to obtain a U.S. Department of Defense security clearance.
A BS in computer science, electrical engineering, computer engineering, mathematics, statistics, or related field.
(Junior positions) Excellent GPA and academic credentials.
Fluent in one or more of: Python, R, C/C++.
Experience with typical data science stacks for R, Python, C++, or Javascript.
Experience with data mining techniques for large-scale data sets, including structured and unstructured data.
Experience in developing scalable algorithms that apply machine learning, AI, and/or deep learning algorithms.
Excellent software development skills.
Ability to work independently and drive your own products.
Exceptional interpersonal and communication skills.
An open and friendly attitude, willingness to work in a team.


Preferred Qualifications



MS in computer science, data science, or related graduate certificate.
Major/minor combination involving engineering, mathematics, and/or statistics.
Familiarity with AWS and its related technology stack.
A previously obtained security clearance.


Salary and Benefits



Very competitive salary
Generous PTO
Additional sick days
Floating holidays
Excellent health benefits including 100% medical, vision, and dental
HSA with company contributions
401(k) Retirement Plan with company match and profit sharing
Short and Long-term Disability
Life Insurance
Casual environment with smart, creative people
Flex time
Free coffee and snacks
Monthly wellness classes with free lunch


About Tenet3

Tenet3 is a cyber analytics company based in Dayton, Ohio. We develop software products supporting advanced machine learning, property graph analysis, and enhanced human cognition. Our tag line is Cybernetics. We seek synergies between human insights and machine automation. Working together our software platforms and human analysts enable a concept we call ""explainable security."" This offers our customers a unique window into the trustworthiness of complex, interconnected, cyber-physical systems. Successful software drives our growth. We need you, your talents and experience to drive our success."|data scientist|0|Dayton| OH
84.51°|"Who We Are

In a digital economy data is the 21st century gold rush. Imagine working for a big data company with 10 petabytes of data at your fingertips. A company where analysts and scientists derive insights from 35+ terabytes of new data every week. 84.51° is a wholly owned subsidiary of The Kroger Company. Our data is sourced from consumer transactions and behavior across 24 banners, 38 states and 62 million households. We are the research, development and innovation arm of the nation's third largest retailer. We develop advanced data science solutions putting the customer at the center of all of our decisions.

General Description

An exciting data science role exists working directly with our internal and external healthcare partners to develop solutions that enhance the patient experience. This role leverages large volumes of data across sources in a variety of forms to develop powerful sciences using cutting edge machine learning, natural language processing, and mathematical techniques.

Responsibilities

Effectively own the relationship with stakeholders, ensuring high levels of engagement and the successful delivery of solutions and capabilities, where solution complexity appropriately fit the business application.
Lead selection of appropriate models, technologies, and experiments to create analytical solutions that improve patient experience.
Design and create innovative solutions integrating multiple data sources and using supervised and unsupervised learning techniques.
Stay up to date with academic and retail/health industry best practices, while proactively sharing with data science function on new techniques or solutions.
Collaborate with 84.51° software engineers and product managers to enable deployment of sciences and technologies that will scale across our ecosystem.
Leverage statistical programming languages and packages with an emphasis on open source software (e.g., R, Python, XGBoost, H2O, Spark, etc.).
Use data visualization tools to deliver insights to stakeholders.
Develop high-level expertise in an open source language (e.g., R, Python, Julia, etc.) to the level necessary to provide support to inexperienced analysts.
Adhere to stringent quality assurance, documentation standards, using version control and code repositories (e.g., Git, GitHub, Jupyter, Markdown).

Qualifications, Skills, and Experience

4 to 5 years of experience using advanced algorithms, programming languages, or technologies in the development of technical analytics solutions or capabilities.
4 to 5 years of experience working with health data i.e. EMR, Lab, RX, and/or other payor and provider data
Experience developing analytical solutions using statistical methods and machine learning algorithms.
Experience using R, Python, or other similar open source big data statistical software and/or architecture (e.g. Hadoop, Pig, Hive, Spark, Sparkling Water).
Experience with data wrangling, data cleaning and prep, dimensionality reduction.
Experience querying data from relational databases using SQL.
Ability to create computationally efficient solutions.
Data visualization skills and ability to present technical solutions to non-technical audience.
Strong interpersonal and communication skills.
Strong analytical, creative problem-solving and decision-making skills.
Strong business acumen; grocery and/or retail experience is a plus.
Passionate about data, analysis and insights.
Welcomes and embraces change.
Ability to work fast yet accurately.
An openness and willingness to try new things and to fail.
Ability to work in a highly collaborative environment.

Education

Bachelor's degree or equivalent in mathematics, statistics, computer science or related field"|lead data scientist|5|Cincinnati| OH
Apex Systems|"Job Description

Job #:  1005306

Apex Systems is seeking a Digital Data Scientist to work with one of our clients in the Greater Cincinnati area. Job requirements are below:

Position Summary:

Lead the design, development, testing, debugging, maintaining and documenting software components in accordance to Software Development Life Cycle (SDLC) best practices. Oversee the technical design process. Lead and participate in the application technical design process and completes estimates and work plans for design, development, implementation, and rollout tasks. Communicate with the appropriate teams to ensure that assignments are delivered with the highest of quality and in accordance to standards. Strive to continuously improve the software delivery processes and practices. Current tools and technologies include SAS, R, SQL, Tableau, and Python or matching learning techniques; PowerBI/Tableau/QlikView. Demonstrate the company’s core values of respect, honesty, integrity, diversity, inclusion and safety of others.

Job Functions:

Lead and participate in the design and implementation of large and/or architecturally significant applications Champion company standards and best practices; work to continuously improve software delivery processes and practices Build partnerships across the application, business and infrastructure teams Develop programming specifications; design, code and unit test application code using Software Development Life Cycle (SDLC) best practices Complete estimates and work plans independently as appropriate for design, development, implementation and rollout tasks Create technical system documentation and ensure that this documentation remains current throughout all phases of the SDLC Communicate with the appropriate teams to ensure that assignments are managed appropriately and that completed assignments are of the highest quality Support and maintain applications utilizing required tools and technologies; provide support for applications, including involvement with the Support Center, NOC, Infrastructure teams, and vendors as appropriate, provide off-hours support (24 x 7) as required Assist other personnel on assignments including mentoring or providing on-the-job training to more junior associates; mentor team members in software development principles, patterns, processes and practices Direct the day-to-day work activities of other team members Must be able to perform the essential functions of this position with or without reasonable accommodation

Position Qualifications:

10 or more years’ experience in systems analysis, design or programming and the associated development methodologies. Extensive experience with Project planning. Proven communication and presentation skills to effectively communicate information to customers and to all levels within the organization. Ability to interact well in a team environment. Extensive experience with technical task estimation.

Desired Previous Experience:

Bachelor’s degree in IS or related equivalent work experience in an Information Systems position 7 + years of experience in systems analysis, design or programming and the associated development methodologies with large size or highly complex projects. Prior experience with project planning with large size or highly complex projects; or projects where technical standards need to be established


If you are interested in learning more about this opportunity, please send your resume to Megan Woolum @ mwoolum@apexsystems.com

EEO Employer

Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or related medical conditions), age, sexual orientation, gender identity, national origin, ancestry, citizenship, genetic information, registered domestic partner status, marital status, disability, status as a crime victim, protected veteran status, political affiliation, union membership, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178-6178.
"|data scientist|4|Cincinnati| OH
University Hospitals|"DescriptionResponsible for executing projects that require the full data science pipeline including data integration of disparate and centralized data into data marts, data mining, statistical model development, report building and results presentation in support of UH Population Health operations. Works closely with senior leaders and colleagues to identify opportunities, set objectives, and formulate analytic strategies that result in measurable impact to University Hospitals Health System. Master’s degree in math, statistics, computer science, economics, sociology, public health, or related quantitative or social science discipline required; PhD level work in analytics, statistics or related field preferred. Preferred experience or working knowledge with complex analytic situations or big data environments. Completion of a UH Data Science internship can fulfill this experience requirement. Preferred experience or working knowledge of with statistics, machine / deep learning in a healthcare setting. A Masters or Doctoral degree in a statistics field can fulfill this experience requirement. Experience in one of the following: a patient care environment, population health improvement, or interpretation of health care data with statistical programming or data science tools
QualificationsMasters Degree
"|data scientist|0|Mayfield Heights| Cuyahoga, OH
Worldpay|"The Company

Worldpay is a global payments leader powering international commerce with deep fintech expertise and a shared passion for our customers. Whether in-store, online, or on a mobile device, we process over 40 billion transactions annually and offer more than 300 payment methods supporting 126 currencies across 146 countries. It's the perfect place for exceptional people to take their careers to the next level.

The Opportunity

Worldpay's growth is one attributed not only to our first-in-class products and services, but also our ability to find new avenues of opportunity. This sense of discovery is thanks to the innovative and visionary work of our Marketing team; a team that leaves no stone unturned in seeking out and exploring new channels for Worldpay. When we are proactive and beating the trends in our marketing strategy, we stay ahead of the competition and assure continued growth and success at Worldpay.

The Data Scientist designs and develops methods and systems that have the ability to consolidate and analyze ""big data"" that generate insights to untapped client solutions. He/she will develop and code software programs, algorithms and automated processes to cleanse large datasets into meaningful information for gathering insight. By being able to draw conclusions from large, disparate sources of data, Worldpay can identify and pursue new areas of growth, preempt trends and continue our exponential growth.

A World of Opportunity

We're turbo-charging our industry by nurturing the fintech experts needed to help our customers prosper. We don't try to ride the winds of change. We create them. We're proud to be shaping the future of payments by supporting the growth and development of our colleagues. We provide opportunities to learn and the flexibility needed to get the job done. We strive to hire the best and to create a climate where curiosity is king. So, wherever you join us around the world, we'll empower you to fulfill your potential. If this is the kind of career experience you're looking for, we invite you to apply today.

The Day-to-Day

Responsibilities:

Designs, develops and programs methods, processes, and systems to consolidate and analyze unstructured, diverse ""big data"" sources to generate actionable insights and solutions for client services and product enhancement.
Interacts with product and service teams to identify questions and issues for data analysis and experiments.
Develops and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources.
Identifies meaningful insights from large data and metadata sources.
Interprets and communicates insights and findings from analysis and experiments to product, service and business managers.
As a seasoned, experienced professional with a full understanding of area of specialization, he/she resolves a wide range of issues in creative ways.
Ability to draw on past experience and current data to influence business partners and provide insightful analytics.
Works on problems of diverse scope where analysis of data requires evaluation of identifiable factors.
Demonstrates good judgment in selecting methods and techniques for obtaining solutions.
Networks with senior internal and external personnel in own area of expertise.
Higher level of data analysis skills and knowledge M&A.
Ability to leverage Excel and other systems to perform complex financial modeling.
Ability to work in cross-functional teams and work more independently.
Ability to perform onsite due diligence of potential acquisition targets.

Qualifications:

Typically requires a minimum of 5 years of related experience with a Bachelor's degree; or 3 years and a Master's degree; or a PhD without experience; or equivalent work experience.
Advanced degree in Finance or relevant experience in M&A and/or corporate finance/competitive analysis.


All the above duties and responsibilities are essential job functions for which reasonable accommodation will be made. All job requirements listed indicate the minimum level of knowledge, skills and/or ability deemed necessary to perform the job proficiently. This position description is not to be construed as an exhaustive statement of duties, responsibilities or requirements. Colleagues may be required to perform any other job-related instructions as requested by their leader, subject to reasonable accommodation.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"|data scientist|3|Cincinnati| OH
Ball Corporation|"Who We Are:

Ball Aerospace pioneers discoveries that enable our customers to perform beyond expectation and protect what matters most. We create innovative space solutions, enable more accurate weather forecasts, drive insightful observations of our planet, deliver actionable data and intelligence, and ensure those who defend our freedom go forward bravely and return home safely. For more information, visit http://www.ball.com/aerospace, Facebook or Twitter.

Qualifications:

Cognitive Data Scientist

What you'll do:

Work as a member of a research team bridging the gaps between cognition, neurobiology, and peripheral physiology to develop a more complete and robust understanding of human performance.
Support the development of physio-cognitive models and machine learning models in the areas of fatigue, workload assessment, prediction, and molecular exposure.
Work with team members to integrate physio-cognitive measures of cognition to build and enhance cognitive models of performance.
Maintain a regular and predictable work schedule.
Establish and maintain effective working relationships within the department, the Strategic Business Units, Strategic Support Units and the Company. Interact appropriately with others in order to maintain a positive and productive work environment.
Perform other duties as necessary.

What you'll need:

BS/BA in Psychology, Experimental Psychology, Applied Behavioral Science, Human Factors, or a related field plus 4 or more years related experience.
Each higher-level degree, i.e., Master's Degree or Ph.D., may substitute for two years of experience. Related technical experience may be considered in lieu of education. Degree must be from a university, college, or school which is accredited by an agency recognized by the US Secretary of Education, US Department of Education.
Experience developing and applying computational cognitive models and machine learning models within applied settings.
Knowledge and experience using an EEG system for clean data collection and event-related potential (ERP) data analysis.
Statistical analysis expertise (e.g., R, MATLAB, SPSS, SAS, or equivalent).
Experience with calculus and differential equations.
Experience with object-oriented languages (e.g., Java, Python, etc.).
Strong communication skills and ability to interact with customers.
Experience identifying and resolving technical problems that affect cost, schedule, and performance.
Passion for learning new knowledge and skills.
Desire to work with others in a research environment.
Experience developing models within the ACT-R cognitive architecture preferred.
Knowledge of other physiological signal processing (eye-tracking, heart rate, respiration, etc.) preferred.
Knowledge of advanced EEG signal analyses preferred.
Knowledge of theories/models implementations of cognitive load preferred.

Working Conditions:

Work is performed in an office environment, laboratory, cleanroom, or production floor.
Travel and local commute between Ball campuses and other possible non-Ball locations may be required.

Security Clearance:

Successful applicant for this position must be eligible to obtain a DoD clearance or government customer access to classified/sensitive material. A current DoD clearance is not required to be eligible for this position, however the successful applicant will be required to obtain a DoD clearance or government customer access within a reasonable time after the offer is extended and must be able to maintain the applicable clearance. *US Citizenship is Required. By applying to this position you are agreeing to complete a National Security Clearance Pre-Screen Questionnaire, if one is required, to evaluate your general ability to obtain the required security clearance or government customer access associated with this position.

Relocation:

Relocation for this position is NOT Available

EEO Statement:

US CITIZENSHIP REQUIRED

Ball Aerospace is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.SDL2017"|data scientist|0|Dayton| OH
Earnin|"About Earnin:
Our financial system is fundamentally unfair for people who live paycheck to paycheck. People shouldn't have to wait weeks to get the pay they've already earned. This wait forces them to spend more than $100 billion a year on short-term credit products, late fees and overdraft fees.

Earnin helps people overcome this unfairness by giving them real-time access to their money as soon as they have worked -- without fees or interest.

Our team is bound together by a desire to level the financial playing field. Our investors, Andreessen Horowitz, Ribbit Capital, Felicis Ventures, Matrix Partners and March Capital believe we will change the world.

You can help make a difference. Join us.

About the Team:
We're looking for a talented and motivated data scientist to build sophisticated models with data collected across our business to aid Earnin's mission in giving the world access to their pay as soon as they've earned it.

Data Scientists are the central node to every team within Earnin. As a data scientist, you'll be interfacing with analysts to gain insights, our product managers to evaluate areas where we can protect and improve our business model, and our engineering team to advance our product utilizing artificial intelligence.

Every decision made at Earnin is backed by data; our company trajectory is defined by the systems, tools, and analytics powered by our exceptional team. We integrate multifaceted data streams such as rapidly changing market data, customer data based on app activity and feedback, and financial banking operations data to perfect our processes and workflows. Improving these systems and maintaining scalability across a growing user base (X million and counting) is thrilling, particularly on a team of 4.

What Set Us Apart:

We care more about the thought process, perseverance, tenacity in solving really difficult problems (rather than checking off all the technology boxes)
Solving unique problems in the financial payments industry
Helping people on a human level

As a Data Scientist you will:

Build scalable machine learning models with multivariate, multi-source data spanning financial markets and our internal event streams
Research and prototype solutions based on various machine learning algorithms to help design and deploy the best possible products
Optimize models by adding more features, improving algorithms, tuning parameters
Continuously monitor and improve model performance
Work closely with product, analytics, and engineering teams - make your models scalable, explainable, and actionable

Some skills we consider critical to being a Data Scientist:

Solid understanding of machine learning and statistics
Strong business and product sense, analytical thinking
Experience building predictive models across the full development cycle, from data collection and exploratory analysis to scalable production
Experience building complex SQL queries
Proficient in any of the following: Python, R, Spark, Scala
3+ years industry experience in data mining, machine learning, statistical analysis, and modeling
Excellent communication skills
A MS or PhD in Computer Science, Physics, Statistics, Applied Mathematics, or similar quantitative disciplines


Nice to have but not required:

Specialized knowledge in areas such as optimization, A/B and multi-armed bandit testing, or deep learning

Earnin does not unlawfully discriminate on the basis of race, color, religion, sex (including pregnancy, childbirth, breastfeeding or related medical conditions), gender identity, gender expression, national origin, ancestry, citizenship, age, physical or mental disability, legally protected medical condition, family care status, military or veteran status, marital status, registered domestic partner status, sexual orientation, genetic information, or any other basis protected by local, state, or federal laws. Earnin is an E-Verify participant."|senior data scientist|3|Cincinnati| OH
